@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2}

@data
922,'2017/02/18 17:15:31:670',2,803.040283,854.212463,869.12085,921.501831,835.274719,1
923,'2017/02/18 17:15:31:670',2,784.908447,850.989014,860.659363,815.531128,767.985352,1
924,'2017/02/18 17:15:31:670',2,829.633728,851.794861,839.70697,841.721619,766.373596,1
925,'2017/02/18 17:15:31:672',2,831.648376,850.58606,849.377319,901.355286,800.622681,1
926,'2017/02/18 17:15:31:673',2,844.945068,857.032959,892.087891,911.831482,771.611694,1
927,'2017/02/18 17:15:31:675',2,807.875488,840.109863,894.505493,823.992676,767.582397,1
928,'2017/02/18 17:15:31:676',2,834.871765,851.794861,862.271057,855.824158,807.472534,1
929,'2017/02/18 17:15:31:676',2,848.974365,854.212463,863.076904,917.875488,792.161194,1
930,'2017/02/18 17:15:31:677',2,854.615356,859.853455,889.670349,892.490845,799.816833,1
931,'2017/02/18 17:15:31:677',2,858.24176,856.630066,871.941406,877.179504,807.472534,1
932,'2017/02/18 17:15:31:678',2,829.633728,848.168518,836.886475,916.666687,833.260071,1
933,'2017/02/18 17:15:31:678',2,804.249084,848.168518,844.542114,844.139221,795.787537,1
934,'2017/02/18 17:15:31:680',2,819.963379,863.076904,846.959717,783.699646,811.501831,1
935,'2017/02/18 17:15:31:682',2,800.622681,849.377319,839.70697,884.432251,858.24176,1
936,'2017/02/18 17:15:31:682',2,780.87915,847.36261,836.080566,866.703308,847.765564,1
937,'2017/02/18 17:15:31:683',2,797.399292,845.750916,851.391968,822.783875,813.113525,1
938,'2017/02/18 17:15:31:684',2,765.567749,836.483521,846.959717,869.926758,859.047607,1
939,'2017/02/18 17:15:31:685',2,779.267395,847.765564,840.915771,853.406616,844.542114,1
940,'2017/02/18 17:15:31:686',2,781.684998,848.168518,838.901123,792.564087,821.575073,1
941,'2017/02/18 17:15:31:688',2,758.717957,849.780212,838.095215,775.641052,833.260071,1
942,'2017/02/18 17:15:31:689',2,726.886475,854.615356,838.498169,923.113525,859.450562,1
943,'2017/02/18 17:15:31:691',2,724.468872,859.047607,831.648376,813.919434,853.406616,1
944,'2017/02/18 17:15:31:692',2,735.347961,862.674011,828.424927,761.538452,799.816833,1
945,'2017/02/18 17:15:31:693',2,766.77655,854.615356,834.065918,849.377319,861.46521,1
946,'2017/02/18 17:15:31:694',2,740.989014,850.183167,838.901123,881.208801,838.901123,1
947,'2017/02/18 17:15:31:696',2,751.46521,851.391968,799.816833,832.454224,770.402954,1
948,'2017/02/18 17:15:31:698',2,757.912109,850.58606,850.183167,900.952393,807.06958,1
949,'2017/02/18 17:15:31:699',2,777.655701,855.421265,811.098877,859.853455,867.106201,1
950,'2017/02/18 17:15:31:701',2,793.772888,846.556763,844.945068,780.073242,826.813171,1
951,'2017/02/18 17:15:31:702',2,814.322327,850.989014,837.289368,784.505493,823.186829,1
952,'2017/02/18 17:15:31:703',2,806.263733,860.659363,813.919434,816.336975,849.780212,1
953,'2017/02/18 17:15:31:706',2,791.75824,852.600708,834.871765,851.391968,819.157532,1
954,'2017/02/18 17:15:31:709',2,785.31134,848.571411,836.886475,812.710632,819.560425,1
955,'2017/02/18 17:15:31:711',2,778.058594,853.809509,831.245422,814.725281,812.710632,1
956,'2017/02/18 17:15:31:712',2,799.816833,848.974365,840.109863,844.542114,888.461548,1
957,'2017/02/18 17:15:32:717',2,799.816833,853.406616,842.93042,812.307678,809.890137,1
958,'2017/02/18 17:15:32:718',2,775.238098,849.780212,834.871765,770.402954,813.516479,1
959,'2017/02/18 17:15:32:718',2,790.146545,844.542114,846.556763,863.882813,879.194153,1
960,'2017/02/18 17:15:32:719',2,800.622681,851.794861,840.915771,853.406616,781.684998,1
961,'2017/02/18 17:15:32:720',2,769.194153,852.600708,823.186829,822.783875,814.322327,1
962,'2017/02/18 17:15:32:720',2,801.428589,846.959717,863.479858,891.684998,846.959717,1
963,'2017/02/18 17:15:32:722',2,810.695984,857.435913,853.003662,851.391968,808.278381,1
964,'2017/02/18 17:15:32:723',2,806.666687,850.989014,846.556763,813.919434,812.307678,1
965,'2017/02/18 17:15:32:724',2,823.992676,854.212463,820.769226,836.080566,814.322327,1
966,'2017/02/18 17:15:32:725',2,786.520142,844.945068,857.435913,918.681335,835.274719,1
967,'2017/02/18 17:15:32:727',2,807.06958,850.58606,840.915771,790.549438,816.336975,1
968,'2017/02/18 17:15:32:728',2,811.904785,849.780212,847.36261,807.472534,806.666687,1
969,'2017/02/18 17:15:32:729',2,832.857117,849.780212,836.080566,876.373596,867.912109,1
970,'2017/02/18 17:15:32:733',2,804.652039,851.794861,829.633728,869.12085,832.454224,1
971,'2017/02/18 17:15:32:734',2,804.652039,850.989014,838.095215,841.721619,772.014648,1
972,'2017/02/18 17:15:32:734',2,811.904785,851.794861,850.183167,857.838806,832.857117,1
973,'2017/02/18 17:15:32:735',2,805.457886,850.989014,828.82782,927.142883,833.663025,1
974,'2017/02/18 17:15:32:736',2,834.065918,863.882813,843.736267,803.443237,783.699646,1
975,'2017/02/18 17:15:32:737',2,793.369934,862.271057,833.260071,834.065918,813.113525,1
976,'2017/02/18 17:15:32:738',2,821.575073,861.46521,834.871765,896.520142,801.831482,1
977,'2017/02/18 17:15:32:741',2,813.113525,853.809509,826.813171,873.553101,775.641052,1
978,'2017/02/18 17:15:32:742',2,794.175842,850.183167,815.128235,834.871765,810.695984,1
979,'2017/02/18 17:15:32:742',2,815.934082,857.032959,852.197815,834.871765,806.263733,1
980,'2017/02/18 17:15:32:743',2,811.098877,852.197815,819.963379,864.285706,813.516479,1
981,'2017/02/18 17:15:32:743',2,825.60437,864.285706,836.886475,834.468872,801.831482,1
982,'2017/02/18 17:15:32:743',2,842.93042,855.421265,841.721619,893.296692,824.39563,1
983,'2017/02/18 17:15:32:743',2,802.63739,844.542114,854.615356,938.021973,852.600708,1
984,'2017/02/18 17:15:32:744',2,801.025635,847.36261,848.974365,842.527466,800.622681,1
985,'2017/02/18 17:15:32:745',2,800.622681,849.377319,815.934082,770.402954,842.124512,1
986,'2017/02/18 17:15:32:745',2,807.06958,848.974365,818.754578,847.36261,856.227112,1
987,'2017/02/18 17:15:32:748',2,810.29303,853.809509,842.124512,844.945068,812.710632,1
988,'2017/02/18 17:15:32:749',2,787.325989,845.347961,853.809509,813.919434,788.131897,1
989,'2017/02/18 17:15:32:750',2,830.036621,850.989014,840.512817,852.197815,848.571411,1
990,'2017/02/18 17:15:32:751',2,826.007324,843.333313,858.644714,896.117188,832.05127,1
991,'2017/02/18 17:15:32:752',2,815.531128,839.70697,860.659363,807.06958,783.699646,1
992,'2017/02/18 17:15:32:753',2,847.36261,845.347961,842.124512,877.179504,829.633728,1
993,'2017/02/18 17:15:32:755',2,825.60437,843.736267,855.824158,919.890137,870.329651,1
994,'2017/02/18 17:15:32:757',2,827.216125,849.780212,843.333313,800.219788,780.87915,1
995,'2017/02/18 17:15:32:759',2,810.29303,854.615356,827.216125,817.545776,800.622681,1
996,'2017/02/18 17:15:32:760',2,794.981689,844.542114,834.468872,870.329651,857.838806,1
997,'2017/02/18 17:15:32:761',2,788.937744,846.556763,849.377319,830.842468,791.75824,1
998,'2017/02/18 17:15:32:762',2,808.681335,843.736267,847.765564,774.432251,808.681335,1
999,'2017/02/18 17:15:32:763',2,786.117188,853.809509,833.663025,862.271057,848.974365,1
1000,'2017/02/18 17:15:32:766',2,808.278381,845.347961,832.05127,866.300354,807.472534,1
1001,'2017/02/18 17:15:32:767',2,800.219788,849.780212,834.871765,808.681335,791.355286,1
1002,'2017/02/18 17:15:32:767',2,819.157532,848.571411,845.750916,862.674011,811.904785,1
1003,'2017/02/18 17:15:32:768',2,800.622681,855.421265,846.15387,847.36261,828.82782,1
1004,'2017/02/18 17:15:32:769',2,871.538452,861.46521,817.142883,815.531128,788.937744,1
1005,'2017/02/18 17:15:32:770',2,814.725281,849.377319,855.421265,792.564087,803.84613,1
1006,'2017/02/18 17:15:32:771',2,826.007324,848.168518,828.424927,844.945068,834.871765,1
1007,'2017/02/18 17:15:32:772',2,823.186829,854.212463,835.677673,827.619019,792.967041,1
1008,'2017/02/18 17:15:32:775',2,830.842468,859.450562,840.109863,786.520142,762.344299,1
1009,'2017/02/18 17:15:32:777',2,834.065918,854.212463,836.483521,816.336975,828.021973,1
1010,'2017/02/18 17:15:32:778',2,821.17218,853.809509,838.095215,859.450562,773.626404,1
1011,'2017/02/18 17:15:32:781',2,806.666687,857.435913,822.783875,837.692322,751.46521,1
1012,'2017/02/18 17:15:32:782',2,809.084229,850.989014,817.94873,780.87915,784.505493,1
1013,'2017/02/18 17:15:32:783',2,865.897461,858.644714,824.39563,850.58606,810.29303,1
1014,'2017/02/18 17:15:32:785',2,824.39563,848.168518,836.483521,844.945068,788.131897,1
1015,'2017/02/18 17:15:32:786',2,828.82782,846.556763,832.454224,813.516479,758.315002,1
1016,'2017/02/18 17:15:32:789',2,807.472534,854.615356,845.750916,883.22345,761.538452,1
1017,'2017/02/18 17:15:32:790',2,846.959717,846.959717,849.377319,925.128235,779.267395,1
1018,'2017/02/18 17:15:32:791',2,819.157532,848.571411,826.007324,768.791199,746.630066,1
1019,'2017/02/18 17:15:32:794',2,875.567749,852.600708,840.915771,816.739929,773.626404,1
1020,'2017/02/18 17:15:32:795',2,834.468872,841.721619,816.739929,824.798523,778.461548,1
1021,'2017/02/18 17:15:32:796',2,839.304016,846.556763,849.780212,811.098877,761.135559,1
1022,'2017/02/18 17:15:32:799',2,841.721619,853.406616,845.750916,806.666687,799.816833,1
1023,'2017/02/18 17:15:32:801',2,853.406616,857.032959,833.663025,882.014648,797.802185,1
1024,'2017/02/18 17:15:32:802',2,805.860779,852.197815,842.124512,828.021973,746.630066,1
1025,'2017/02/18 17:15:32:803',2,909.010986,859.853455,840.512817,839.70697,761.941406,1
1026,'2017/02/18 17:15:32:805',2,877.582397,852.197815,830.036621,877.985352,794.578735,1
1027,'2017/02/18 17:15:32:809',2,877.582397,853.003662,846.959717,873.956055,728.498169,1
1028,'2017/02/18 17:15:32:810',2,838.095215,857.435913,832.05127,781.282043,767.582397,1
1029,'2017/02/18 17:15:32:811',2,933.589722,858.24176,835.677673,835.677673,785.31134,1
1030,'2017/02/18 17:15:32:812',2,863.479858,838.901123,843.333313,876.373596,764.358948,1
1031,'2017/02/18 17:15:32:813',2,823.186829,856.630066,834.065918,844.542114,747.032959,1
1032,'2017/02/18 17:15:32:814',2,881.208801,857.435913,834.871765,811.098877,718.424927,1
1033,'2017/02/18 17:15:32:815',2,840.109863,848.168518,828.424927,830.439575,810.695984,1
1034,'2017/02/18 17:15:32:816',2,930.769226,848.571411,825.60437,808.681335,790.146545,1
1035,'2017/02/18 17:15:32:817',2,904.578735,869.12085,805.860779,728.095215,763.150208,1
1036,'2017/02/18 17:15:32:818',2,884.029297,865.494507,794.578735,767.985352,795.384644,1
1037,'2017/02/18 17:15:32:818',2,864.285706,849.780212,796.190491,768.388306,784.102539,1
1038,'2017/02/18 17:15:32:819',2,850.989014,856.630066,791.355286,703.113525,775.238098,1
1039,'2017/02/18 17:15:32:819',2,826.410278,871.941406,788.53479,701.501831,851.391968,1
1040,'2017/02/18 17:15:32:822',2,967.838806,876.373596,782.893799,728.901123,819.157532,1
1041,'2017/02/18 17:15:32:824',2,917.472534,880.805847,780.87915,708.351624,815.531128,1
1042,'2017/02/18 17:15:32:826',2,983.150208,869.926758,779.670349,695.054932,846.556763,1
1043,'2017/02/18 17:15:32:827',2,878.388306,882.014648,774.029297,792.161194,794.981689,1
1044,'2017/02/18 17:15:32:829',2,1095.970703,872.747253,793.369934,811.904785,790.952393,1
1045,'2017/02/18 17:15:32:830',2,969.853455,872.747253,788.937744,753.479858,808.278381,1
1046,'2017/02/18 17:15:32:834',2,1041.172119,875.164856,791.355286,793.369934,835.274719,1
1047,'2017/02/18 17:15:32:834',2,1035.934082,867.509155,802.234436,830.439575,855.018311,1
1048,'2017/02/18 17:15:32:836',2,1085.897461,872.344299,796.996338,812.307678,803.040283,1
1049,'2017/02/18 17:15:32:839',2,1086.300415,857.032959,799.816833,833.260071,835.274719,1
1050,'2017/02/18 17:15:32:841',2,896.117188,861.062256,791.355286,810.29303,789.340637,1
1051,'2017/02/18 17:15:32:844',2,1008.53479,875.164856,801.831482,849.780212,812.307678,1
1052,'2017/02/18 17:15:32:845',2,1004.908447,861.868103,819.560425,833.260071,828.82782,1
1053,'2017/02/18 17:15:32:848',2,1072.600708,833.260071,811.904785,880.805847,781.282043,1
1054,'2017/02/18 17:15:33:853',2,990.402954,842.527466,821.978027,855.018311,836.886475,1
1055,'2017/02/18 17:15:33:854',2,876.77655,933.992676,801.428589,797.399292,790.549438,1
1056,'2017/02/18 17:15:33:856',2,1055.27478,840.512817,835.274719,832.857117,783.699646,1
1057,'2017/02/18 17:15:33:857',2,1018.205139,834.871765,815.128235,898.53479,816.739929,1
1058,'2017/02/18 17:15:33:858',2,994.029297,820.769226,843.333313,934.798523,809.487183,1
1059,'2017/02/18 17:15:33:859',2,1130.622681,838.901123,823.186829,901.75824,788.53479,1
1060,'2017/02/18 17:15:33:859',2,1025.457886,894.102539,788.53479,903.772888,815.128235,1
1061,'2017/02/18 17:15:33:860',2,1174.945068,802.234436,849.780212,1032.307739,823.992676,1
1062,'2017/02/18 17:15:33:862',2,1054.871826,807.06958,867.106201,977.106201,866.703308,1
1063,'2017/02/18 17:15:33:862',2,1122.564087,814.725281,838.498169,1060.915771,794.175842,1
1064,'2017/02/18 17:15:33:862',2,1085.897461,820.366272,834.871765,1035.128174,791.355286,1
1065,'2017/02/18 17:15:33:863',2,971.868103,856.227112,841.318665,1016.190491,852.600708,1
1066,'2017/02/18 17:15:33:866',2,948.901123,863.076904,828.82782,971.062256,888.058594,1
1067,'2017/02/18 17:15:33:867',2,919.084229,865.897461,829.633728,1045.201416,814.322327,1
1068,'2017/02/18 17:15:33:867',2,906.593384,843.736267,828.82782,993.22345,805.457886,1
1069,'2017/02/18 17:15:33:868',2,895.31134,855.421265,824.798523,995.238098,764.761902,1
1070,'2017/02/18 17:15:33:868',2,901.75824,845.750916,825.201477,985.970703,834.468872,1
1071,'2017/02/18 17:15:33:869',2,843.736267,853.406616,826.813171,952.527466,788.131897,1
1072,'2017/02/18 17:15:33:870',2,807.472534,850.989014,836.080566,919.890137,845.750916,1
1073,'2017/02/18 17:15:33:871',2,832.05127,850.989014,834.065918,958.571411,813.919434,1
1074,'2017/02/18 17:15:33:873',2,753.479858,855.824158,836.483521,958.571411,803.84613,1
1075,'2017/02/18 17:15:33:874',2,747.435913,857.032959,838.498169,907.802185,853.406616,1
1076,'2017/02/18 17:15:33:874',2,726.080566,864.285706,829.633728,902.967041,840.915771,1
1077,'2017/02/18 17:15:33:876',2,746.630066,853.809509,834.871765,954.945068,853.003662,1
1078,'2017/02/18 17:15:33:876',2,683.369934,863.479858,828.424927,836.483521,807.06958,1
1079,'2017/02/18 17:15:33:877',2,725.274719,853.809509,833.663025,856.227112,822.783875,1
1080,'2017/02/18 17:15:33:878',2,709.157532,857.435913,825.60437,909.816833,836.080566,1
1081,'2017/02/18 17:15:33:878',2,636.227112,861.868103,819.157532,870.329651,848.974365,1
1082,'2017/02/18 17:15:33:879',2,718.424927,855.018311,823.589722,847.765564,837.692322,1
1083,'2017/02/18 17:15:33:880',2,730.512817,858.24176,827.619019,833.260071,877.985352,1
1084,'2017/02/18 17:15:33:882',2,735.750916,863.479858,817.545776,872.747253,833.663025,1
1085,'2017/02/18 17:15:33:883',2,725.274719,862.674011,828.424927,842.124512,857.838806,1
1086,'2017/02/18 17:15:33:884',2,769.597046,859.853455,820.366272,824.39563,801.025635,1
1087,'2017/02/18 17:15:33:886',2,749.450562,860.659363,817.94873,864.285706,830.842468,1
1088,'2017/02/18 17:15:33:886',2,739.377319,859.853455,821.17218,798.608032,856.227112,1
1089,'2017/02/18 17:15:33:887',2,765.567749,853.809509,825.60437,793.369934,842.93042,1
1090,'2017/02/18 17:15:33:888',2,730.915771,846.556763,828.021973,823.186829,872.344299,1
1091,'2017/02/18 17:15:33:890',2,739.780212,850.989014,825.201477,821.17218,882.820496,1
1092,'2017/02/18 17:15:33:892',2,745.421265,847.765564,825.201477,756.703308,839.304016,1
1093,'2017/02/18 17:15:33:894',2,775.238098,849.780212,826.813171,796.593384,848.571411,1
1094,'2017/02/18 17:15:33:895',2,766.373596,850.989014,830.842468,833.260071,819.963379,1
1095,'2017/02/18 17:15:33:896',2,770.402954,855.018311,823.589722,784.102539,877.985352,1
1096,'2017/02/18 17:15:33:899',2,809.890137,855.824158,834.065918,791.75824,823.186829,1
1097,'2017/02/18 17:15:33:899',2,801.831482,857.032959,831.245422,840.915771,864.68866,1
1098,'2017/02/18 17:15:33:900',2,773.626404,861.062256,826.410278,788.53479,831.648376,1
1099,'2017/02/18 17:15:33:901',2,795.787537,849.780212,829.230774,755.897461,833.663025,1
1100,'2017/02/18 17:15:33:902',2,776.043945,846.15387,828.424927,822.380981,848.974365,1
1101,'2017/02/18 17:15:33:903',2,772.820496,856.630066,826.813171,807.472534,842.124512,1
1102,'2017/02/18 17:15:33:904',2,795.787537,850.989014,834.468872,764.761902,824.798523,1
1103,'2017/02/18 17:15:33:905',2,759.523804,850.58606,827.619019,793.369934,836.080566,1
1104,'2017/02/18 17:15:33:905',2,826.410278,854.615356,826.410278,850.989014,855.018311,1
1105,'2017/02/18 17:15:33:907',2,786.117188,845.750916,820.366272,778.058594,835.677673,1
1106,'2017/02/18 17:15:33:908',2,809.890137,851.391968,823.992676,777.655701,860.659363,1
1107,'2017/02/18 17:15:33:909',2,768.388306,849.780212,826.007324,839.304016,872.344299,1
1108,'2017/02/18 17:15:33:911',2,801.025635,846.959717,825.201477,830.842468,843.333313,1
1109,'2017/02/18 17:15:33:912',2,788.53479,847.765564,826.813171,770,892.893799,1
1110,'2017/02/18 17:15:33:913',2,809.084229,857.032959,822.380981,816.336975,828.021973,1
1111,'2017/02/18 17:15:33:913',2,816.336975,849.780212,833.663025,844.945068,891.282043,1
1112,'2017/02/18 17:15:33:915',2,775.238098,858.644714,826.007324,782.893799,837.289368,1
1113,'2017/02/18 17:15:33:915',2,809.890137,847.765564,832.05127,809.890137,837.289368,1
1114,'2017/02/18 17:15:33:917',2,774.029297,854.615356,823.589722,811.904785,846.556763,1
1115,'2017/02/18 17:15:33:918',2,799.41394,856.630066,825.60437,806.263733,846.556763,1
1116,'2017/02/18 17:15:33:919',2,781.282043,855.824158,827.216125,806.666687,853.809509,1
1117,'2017/02/18 17:15:33:920',2,783.699646,858.24176,831.245422,823.186829,861.062256,1
1118,'2017/02/18 17:15:33:921',2,817.94873,861.46521,829.230774,820.769226,864.285706,1
1119,'2017/02/18 17:15:33:923',2,807.472534,857.032959,830.036621,824.39563,827.216125,1
1120,'2017/02/18 17:15:33:924',2,784.908447,851.794861,833.663025,808.681335,863.479858,1
1121,'2017/02/18 17:15:33:926',2,803.040283,850.183167,830.842468,823.992676,883.22345,1
1122,'2017/02/18 17:15:33:927',2,759.523804,851.794861,837.289368,813.113525,878.791199,1
1123,'2017/02/18 17:15:33:928',2,804.249084,858.644714,839.304016,807.472534,821.575073,1
1124,'2017/02/18 17:15:33:929',2,811.098877,854.212463,836.483521,863.076904,832.857117,1
1125,'2017/02/18 17:15:33:929',2,810.29303,857.435913,839.304016,830.842468,849.377319,1
1126,'2017/02/18 17:15:33:931',2,819.157532,856.227112,834.871765,791.355286,825.201477,1
1127,'2017/02/18 17:15:33:932',2,811.098877,859.047607,836.886475,850.183167,812.307678,1
1128,'2017/02/18 17:15:33:934',2,819.963379,855.018311,841.318665,824.39563,852.197815,1
1129,'2017/02/18 17:15:33:934',2,818.754578,855.018311,834.871765,792.161194,789.340637,1
1130,'2017/02/18 17:15:33:935',2,821.575073,848.168518,832.05127,845.347961,855.824158,1
1131,'2017/02/18 17:15:33:936',2,858.24176,853.809509,834.871765,844.139221,881.611694,1
1132,'2017/02/18 17:15:33:936',2,814.322327,853.809509,832.454224,813.516479,859.853455,1
1133,'2017/02/18 17:15:33:936',2,817.545776,851.794861,836.886475,815.531128,847.765564,1
1134,'2017/02/18 17:15:33:937',2,834.065918,859.047607,839.304016,876.373596,828.82782,1
1135,'2017/02/18 17:15:33:937',2,848.168518,859.853455,835.274719,858.24176,837.692322,1
1136,'2017/02/18 17:15:33:937',2,794.981689,858.644714,841.318665,801.831482,813.516479,1
1137,'2017/02/18 17:15:33:937',2,818.351624,849.780212,839.304016,852.197815,834.468872,1
1138,'2017/02/18 17:15:33:939',2,818.754578,855.824158,837.692322,863.076904,842.124512,1
1139,'2017/02/18 17:15:33:940',2,840.915771,850.989014,838.901123,800.622681,804.249084,1
1140,'2017/02/18 17:15:33:941',2,807.472534,853.406616,828.424927,803.84613,875.164856,1
1141,'2017/02/18 17:15:33:942',2,806.263733,859.047607,830.439575,858.24176,860.256409,1
1142,'2017/02/18 17:15:33:943',2,815.531128,855.018311,834.065918,806.666687,853.406616,1
1143,'2017/02/18 17:15:33:944',2,835.677673,849.377319,835.677673,819.157532,830.036621,1
1144,'2017/02/18 17:15:33:944',2,818.351624,850.989014,833.663025,860.659363,809.890137,1
1145,'2017/02/18 17:15:33:945',2,820.769226,848.168518,837.289368,817.142883,873.553101,1
1146,'2017/02/18 17:15:34:948',2,806.263733,855.018311,840.915771,801.831482,826.007324,1
1147,'2017/02/18 17:15:34:948',2,828.82782,855.421265,843.736267,837.692322,836.080566,1
1148,'2017/02/18 17:15:34:949',2,823.992676,849.780212,840.915771,871.135559,836.886475,1
1149,'2017/02/18 17:15:34:950',2,826.813171,850.989014,840.915771,788.53479,833.663025,1
1150,'2017/02/18 17:15:34:951',2,785.31134,848.571411,836.483521,833.663025,878.388306,1
1151,'2017/02/18 17:15:34:951',2,820.366272,847.765564,836.080566,853.406616,840.109863,1
1152,'2017/02/18 17:15:34:952',2,796.593384,849.377319,842.124512,822.783875,805.457886,1
1153,'2017/02/18 17:15:34:953',2,844.139221,847.765564,839.304016,810.695984,820.366272,1
1154,'2017/02/18 17:15:34:953',2,813.516479,849.780212,835.677673,855.421265,820.769226,1
1155,'2017/02/18 17:15:34:954',2,808.278381,855.824158,836.886475,834.065918,871.135559,1
1156,'2017/02/18 17:15:34:955',2,826.410278,846.556763,832.454224,816.739929,811.904785,1
1157,'2017/02/18 17:15:34:956',2,719.230774,847.36261,832.454224,840.109863,804.652039,1
1158,'2017/02/18 17:15:34:957',2,821.978027,847.765564,832.05127,845.750916,857.032959,1
1159,'2017/02/18 17:15:34:958',2,757.106201,859.047607,824.798523,788.53479,786.923096,1
1160,'2017/02/18 17:15:34:959',2,857.838806,848.974365,819.157532,814.725281,819.157532,1
1161,'2017/02/18 17:15:34:959',2,862.271057,849.780212,834.468872,838.498169,812.710632,1
1162,'2017/02/18 17:15:34:960',2,780.476196,847.36261,830.036621,807.875488,835.677673,1
1163,'2017/02/18 17:15:34:962',2,817.94873,861.062256,838.498169,794.981689,822.380981,1
1164,'2017/02/18 17:15:34:963',2,859.853455,856.630066,827.619019,844.139221,775.641052,1
1165,'2017/02/18 17:15:34:964',2,869.523804,860.659363,831.245422,831.648376,825.60437,1
1166,'2017/02/18 17:15:34:965',2,943.663025,864.68866,817.94873,776.849792,817.545776,1
1167,'2017/02/18 17:15:34:966',2,915.457886,856.630066,823.992676,835.677673,836.080566,1
1168,'2017/02/18 17:15:34:967',2,1023.443237,855.824158,828.021973,836.483521,832.857117,1
1169,'2017/02/18 17:15:34:969',2,1029.487183,848.571411,829.230774,842.93042,818.351624,1
1170,'2017/02/18 17:15:34:970',2,953.333313,861.062256,819.963379,776.043945,827.619019,1
1171,'2017/02/18 17:15:34:971',2,1061.318726,789.743591,842.124512,877.179504,819.560425,1
1172,'2017/02/18 17:15:34:974',2,931.978027,850.58606,826.410278,828.424927,841.318665,1
1173,'2017/02/18 17:15:34:975',2,986.77655,832.05127,848.974365,801.025635,811.098877,1
1174,'2017/02/18 17:15:34:976',2,1069.377319,797.399292,853.003662,885.641052,781.282043,1
1175,'2017/02/18 17:15:34:977',2,982.344299,817.94873,851.794861,888.864441,772.820496,1
1176,'2017/02/18 17:15:34:977',2,999.267395,823.992676,836.080566,787.728943,789.743591,1
1177,'2017/02/18 17:15:34:978',2,927.142883,848.571411,838.498169,838.498169,809.084229,1
1178,'2017/02/18 17:15:34:979',2,848.571411,884.835144,826.007324,846.556763,804.249084,1
1179,'2017/02/18 17:15:34:979',2,877.179504,847.765564,842.527466,903.369934,806.666687,1
1180,'2017/02/18 17:15:34:980',2,896.117188,841.318665,836.080566,867.912109,817.545776,1
1181,'2017/02/18 17:15:34:982',2,833.663025,853.406616,842.527466,896.923096,755.897461,1
1182,'2017/02/18 17:15:34:983',2,833.260071,849.377319,831.245422,878.388306,845.347961,1
1183,'2017/02/18 17:15:34:983',2,821.978027,848.571411,839.304016,841.318665,856.630066,1
1184,'2017/02/18 17:15:34:985',2,806.263733,864.68866,832.454224,858.24176,859.047607,1
1185,'2017/02/18 17:15:34:986',2,803.040283,839.304016,849.377319,910.219788,862.271057,1
1186,'2017/02/18 17:15:34:987',2,774.029297,847.765564,843.736267,840.915771,846.15387,1
1187,'2017/02/18 17:15:34:987',2,780.476196,844.542114,844.139221,853.003662,838.901123,1
1188,'2017/02/18 17:15:34:988',2,764.761902,852.197815,833.260071,892.893799,855.018311,1
1189,'2017/02/18 17:15:34:988',2,780.073242,857.435913,839.70697,861.46521,829.633728,1
1190,'2017/02/18 17:15:34:989',2,772.417603,859.853455,840.915771,831.648376,807.06958,1
1191,'2017/02/18 17:15:34:991',2,758.717957,854.212463,836.080566,870.732605,822.380981,1
1192,'2017/02/18 17:15:34:993',2,737.36261,863.479858,837.692322,855.018311,795.787537,1
1193,'2017/02/18 17:15:34:994',2,753.076904,859.853455,836.080566,821.575073,866.703308,1
1194,'2017/02/18 17:15:34:995',2,773.22345,853.406616,836.483521,865.091553,900.146545,1
1195,'2017/02/18 17:15:34:995',2,766.77655,855.421265,836.483521,890.87915,857.032959,1
1196,'2017/02/18 17:15:34:996',2,770,853.809509,836.483521,850.58606,824.39563,1
1197,'2017/02/18 17:15:34:997',2,764.358948,857.032959,830.842468,812.307678,836.483521,1
1198,'2017/02/18 17:15:34:998',2,785.31134,860.659363,824.39563,886.849792,823.992676,1
1199,'2017/02/18 17:15:35:000',2,798.205139,862.674011,824.798523,853.003662,867.509155,1
1200,'2017/02/18 17:15:35:001',2,803.040283,863.882813,832.05127,842.124512,864.68866,1
1201,'2017/02/18 17:15:35:002',2,812.710632,859.450562,831.245422,857.435913,857.838806,1
1202,'2017/02/18 17:15:35:002',2,785.714294,855.018311,833.663025,878.791199,857.838806,1
1203,'2017/02/18 17:15:35:003',2,813.516479,853.809509,830.842468,831.648376,833.260071,1
1204,'2017/02/18 17:15:35:004',2,778.864441,843.736267,833.260071,825.201477,828.424927,1
1205,'2017/02/18 17:15:35:005',2,773.626404,852.600708,828.82782,848.168518,836.886475,1
1206,'2017/02/18 17:15:35:005',2,811.904785,866.703308,829.230774,810.29303,796.593384,1
1207,'2017/02/18 17:15:35:008',2,789.340637,864.68866,828.82782,788.937744,892.087891,1
1208,'2017/02/18 17:15:35:012',2,792.161194,868.315002,822.783875,826.813171,890.073242,1
1209,'2017/02/18 17:15:35:012',2,744.212463,868.717957,824.39563,757.509155,835.677673,1
1210,'2017/02/18 17:15:35:012',2,743.809509,874.358948,816.739929,714.798523,893.699646,1
