@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2}

@data
1430,'2017/02/18 17:15:37:353',2,831.648376,856.630066,844.139221,823.186829,771.208801,1
1431,'2017/02/18 17:15:37:354',2,794.981689,857.435913,842.527466,861.46521,742.600708,1
1432,'2017/02/18 17:15:37:354',2,832.857117,858.644714,843.736267,831.245422,750.659363,1
1433,'2017/02/18 17:15:37:355',2,798.205139,853.809509,840.109863,840.915771,784.505493,1
1434,'2017/02/18 17:15:37:357',2,859.450562,855.824158,834.468872,888.461548,825.201477,1
1435,'2017/02/18 17:15:37:359',2,841.721619,857.435913,839.304016,855.018311,814.322327,1
1436,'2017/02/18 17:15:37:360',2,848.168518,852.600708,834.468872,868.315002,811.501831,1
1437,'2017/02/18 17:15:37:362',2,853.809509,852.600708,835.677673,918.681335,866.703308,1
1438,'2017/02/18 17:15:37:363',2,847.765564,855.018311,837.692322,887.252747,877.179504,1
1439,'2017/02/18 17:15:37:363',2,833.663025,858.24176,830.439575,860.256409,913.84613,1
1440,'2017/02/18 17:15:37:364',2,872.747253,853.809509,840.109863,923.516479,958.974365,1
1441,'2017/02/18 17:15:38:367',2,851.794861,856.227112,834.871765,919.084229,1041.172119,1
1442,'2017/02/18 17:15:38:367',2,862.271057,853.406616,830.842468,878.388306,1016.996338,1
1443,'2017/02/18 17:15:38:367',2,858.24176,853.809509,833.663025,869.926758,1034.72522,1
1444,'2017/02/18 17:15:38:368',2,846.15387,850.183167,836.080566,924.322327,1074.615356,1
1445,'2017/02/18 17:15:38:369',2,838.498169,851.794861,838.498169,896.923096,1035.531128,1
1446,'2017/02/18 17:15:38:369',2,836.080566,855.018311,836.886475,866.703308,1025.054932,1
1447,'2017/02/18 17:15:38:370',2,799.816833,863.479858,838.095215,884.029297,1073.80957,1
1448,'2017/02/18 17:15:38:370',2,821.575073,856.227112,840.915771,885.641052,1038.754639,1
1449,'2017/02/18 17:15:38:371',2,853.003662,877.985352,828.82782,836.483521,1028.681274,1
1450,'2017/02/18 17:15:38:371',2,811.098877,849.377319,832.05127,856.630066,1008.937744,1
1451,'2017/02/18 17:15:38:372',2,913.040283,851.794861,840.109863,871.941406,960.58606,1
1452,'2017/02/18 17:15:38:373',2,849.377319,860.659363,834.065918,787.728943,926.336975,1
1453,'2017/02/18 17:15:38:373',2,892.087891,847.765564,836.886475,815.934082,911.025635,1
1454,'2017/02/18 17:15:38:375',2,903.369934,867.912109,827.619019,796.593384,929.560425,1
1455,'2017/02/18 17:15:38:377',2,864.68866,894.505493,812.710632,778.058594,857.435913,1
1456,'2017/02/18 17:15:38:378',2,1023.040283,837.289368,834.065918,832.05127,792.161194,1
1457,'2017/02/18 17:15:38:379',2,926.739929,883.22345,817.94873,776.043945,828.021973,1
1458,'2017/02/18 17:15:38:380',2,919.487183,870.732605,821.17218,746.630066,789.743591,1
1459,'2017/02/18 17:15:38:381',2,1046.007324,780.87915,860.256409,838.498169,681.355286,1
1460,'2017/02/18 17:15:38:383',2,1000.476196,838.901123,839.304016,712.380981,716.813171,1
1461,'2017/02/18 17:15:38:385',2,936.813171,843.736267,795.384644,798.608032,680.146545,1
1462,'2017/02/18 17:15:38:386',2,1035.531128,842.527466,854.615356,792.161194,597.94873,1
1463,'2017/02/18 17:15:38:387',2,1173.736206,802.63739,864.68866,909.41394,626.959717,1
1464,'2017/02/18 17:15:38:388',2,1003.699646,842.93042,860.659363,894.102539,628.168518,1
1465,'2017/02/18 17:15:38:389',2,1079.450562,825.201477,845.347961,988.791199,643.882813,1
1466,'2017/02/18 17:15:38:390',2,974.68866,850.58606,844.945068,954.542114,619.304016,1
1467,'2017/02/18 17:15:38:392',2,964.615356,838.498169,848.571411,972.674011,657.179504,1
1468,'2017/02/18 17:15:38:394',2,931.978027,870.329651,833.260071,923.113525,691.831482,1
1469,'2017/02/18 17:15:38:396',2,929.157532,835.677673,843.333313,896.520142,647.509155,1
1470,'2017/02/18 17:15:38:398',2,858.24176,861.46521,836.080566,909.41394,758.315002,1
1471,'2017/02/18 17:15:38:399',2,912.234436,853.003662,842.93042,917.875488,719.230774,1
1472,'2017/02/18 17:15:38:400',2,883.626404,846.15387,855.824158,895.31134,807.875488,1
1473,'2017/02/18 17:15:38:401',2,847.765564,845.750916,846.15387,896.520142,751.062256,1
1474,'2017/02/18 17:15:38:402',2,859.450562,842.124512,851.391968,947.289368,754.285706,1
1475,'2017/02/18 17:15:38:403',2,799.41394,848.168518,849.377319,922.307678,777.252747,1
1476,'2017/02/18 17:15:38:405',2,784.505493,845.347961,850.58606,885.238098,817.94873,1
1477,'2017/02/18 17:15:38:406',2,757.106201,851.794861,848.974365,915.457886,842.93042,1
1478,'2017/02/18 17:15:38:406',2,752.271057,850.989014,851.391968,913.84613,856.227112,1
1479,'2017/02/18 17:15:38:407',2,711.978027,857.838806,857.032959,884.432251,860.256409,1
1480,'2017/02/18 17:15:38:409',2,705.934082,855.018311,853.406616,859.047607,888.461548,1
1481,'2017/02/18 17:15:38:410',2,736.959717,855.421265,847.36261,871.135559,972.674011,1
1482,'2017/02/18 17:15:38:411',2,683.772888,859.450562,843.736267,852.600708,965.018311,1
1483,'2017/02/18 17:15:38:412',2,676.520142,859.853455,842.93042,779.267395,983.956055,1
1484,'2017/02/18 17:15:38:414',2,665.641052,863.076904,841.721619,836.483521,1047.216064,1
1485,'2017/02/18 17:15:38:415',2,627.36261,873.956055,821.978027,784.908447,1073.003662,1
1486,'2017/02/18 17:15:38:415',2,610.842468,886.849792,815.531128,738.571411,1033.113525,1
1487,'2017/02/18 17:15:38:416',2,649.926758,884.432251,809.084229,749.047607,1087.912109,1
1488,'2017/02/18 17:15:38:418',2,715.60437,892.893799,801.831482,802.63739,1084.285767,1
1489,'2017/02/18 17:15:38:418',2,697.875488,888.864441,808.278381,772.820496,1052.05127,1
1490,'2017/02/18 17:15:38:419',2,747.032959,874.358948,821.978027,760.732605,1041.575073,1
1491,'2017/02/18 17:15:38:419',2,761.538452,874.358948,826.410278,810.29303,1062.527466,1
1492,'2017/02/18 17:15:38:420',2,758.315002,859.047607,819.963379,821.575073,1009.340637,1
1493,'2017/02/18 17:15:38:422',2,782.893799,864.285706,815.934082,783.699646,976.703308,1
1494,'2017/02/18 17:15:38:423',2,795.384644,861.46521,817.142883,813.516479,1006.520142,1
1495,'2017/02/18 17:15:38:424',2,805.054932,865.897461,827.216125,829.230774,956.556763,1
1496,'2017/02/18 17:15:38:425',2,823.186829,855.421265,832.454224,820.366272,927.545776,1
1497,'2017/02/18 17:15:38:426',2,836.080566,855.421265,829.230774,846.556763,976.703308,1
1498,'2017/02/18 17:15:38:427',2,831.648376,855.018311,830.036621,863.882813,967.032959,1
1499,'2017/02/18 17:15:38:428',2,819.560425,852.600708,834.871765,867.912109,921.904785,1
1500,'2017/02/18 17:15:38:429',2,823.186829,859.047607,828.82782,818.754578,964.615356,1
1501,'2017/02/18 17:15:38:430',2,818.351624,858.644714,830.036621,862.271057,977.912109,1
1502,'2017/02/18 17:15:38:431',2,844.945068,853.003662,831.245422,820.769226,928.351624,1
1503,'2017/02/18 17:15:38:433',2,804.249084,849.780212,836.886475,796.190491,869.926758,1
1504,'2017/02/18 17:15:38:435',2,820.366272,859.853455,841.721619,807.472534,906.190491,1
1505,'2017/02/18 17:15:38:437',2,770.402954,848.974365,844.945068,830.036621,853.003662,1
1506,'2017/02/18 17:15:38:439',2,792.967041,855.421265,843.333313,756.703308,737.765564,1
1507,'2017/02/18 17:15:38:441',2,795.787537,862.271057,836.080566,751.868103,704.725281,1
1508,'2017/02/18 17:15:38:443',2,787.728943,855.421265,836.080566,744.212463,686.593384,1
1509,'2017/02/18 17:15:38:445',2,795.384644,861.46521,829.230774,685.787537,579.010986,1
1510,'2017/02/18 17:15:38:448',2,769.597046,856.630066,838.901123,684.175842,538.315002,1
1511,'2017/02/18 17:15:38:448',2,775.238098,858.24176,840.512817,717.216125,552.417603,1
1512,'2017/02/18 17:15:38:449',2,775.238098,862.674011,843.333313,780.073242,501.245422,1
1513,'2017/02/18 17:15:38:449',2,766.373596,856.630066,841.721619,691.428589,525.824158,1
1514,'2017/02/18 17:15:38:449',2,809.487183,854.212463,840.109863,748.644714,561.684998,1
1515,'2017/02/18 17:15:38:452',2,799.41394,848.571411,840.512817,817.94873,604.798523,1
1516,'2017/02/18 17:15:38:453',2,821.978027,847.36261,836.080566,774.432251,626.15387,1
1517,'2017/02/18 17:15:38:455',2,830.439575,856.227112,832.857117,805.860779,662.820496,1
1518,'2017/02/18 17:15:38:456',2,856.227112,855.018311,833.663025,916.263733,761.135559,1
1519,'2017/02/18 17:15:38:458',2,832.454224,853.003662,831.648376,895.714294,781.684998,1
1520,'2017/02/18 17:15:38:459',2,850.183167,854.615356,840.109863,881.208801,806.666687,1
1521,'2017/02/18 17:15:38:460',2,849.780212,853.809509,837.289368,933.992676,919.890137,1
1522,'2017/02/18 17:15:38:461',2,877.582397,844.542114,840.915771,921.098877,950.109863,1
1523,'2017/02/18 17:15:38:462',2,864.285706,853.406616,843.736267,911.428589,958.974365,1
1524,'2017/02/18 17:15:38:463',2,865.091553,850.58606,840.915771,916.666687,1032.710571,1
1525,'2017/02/18 17:15:38:464',2,889.267395,847.36261,839.304016,957.36261,1077.032959,1
1526,'2017/02/18 17:15:38:468',2,851.391968,851.391968,837.289368,925.934082,1046.007324,1
1527,'2017/02/18 17:15:38:473',2,814.725281,845.750916,838.095215,857.032959,1041.172119,1
1528,'2017/02/18 17:15:38:474',2,822.783875,849.780212,842.93042,900.146545,1029.487183,1
1529,'2017/02/18 17:15:38:474',2,826.007324,844.945068,837.289368,853.809509,987.985352,1
1530,'2017/02/18 17:15:38:475',2,902.564087,854.212463,835.677673,795.787537,948.498169,1
1531,'2017/02/18 17:15:38:477',2,856.630066,853.003662,833.663025,853.406616,913.443237,1
1532,'2017/02/18 17:15:38:478',2,969.450562,853.003662,835.677673,836.080566,892.490845,1
1533,'2017/02/18 17:15:38:479',2,911.428589,853.003662,840.512817,771.611694,810.29303,1
1534,'2017/02/18 17:15:38:480',2,890.87915,853.406616,850.58606,774.432251,790.952393,1
1535,'2017/02/18 17:15:38:481',2,924.725281,841.721619,834.065918,800.219788,765.567749,1
1536,'2017/02/18 17:15:44:645',3,808.681335,859.450562,843.736267,819.963379,873.150208,2
1537,'2017/02/18 17:15:44:645',3,863.076904,849.377319,847.765564,841.318665,831.648376,2
1538,'2017/02/18 17:15:44:646',3,849.377319,858.24176,841.721619,856.227112,863.882813,2
1539,'2017/02/18 17:15:44:647',3,836.886475,860.659363,837.692322,868.315002,869.12085,2
1540,'2017/02/18 17:15:44:648',3,828.021973,864.285706,844.542114,812.307678,809.487183,2
1541,'2017/02/18 17:15:44:649',3,817.545776,853.809509,847.36261,821.575073,856.630066,2
1542,'2017/02/18 17:15:44:649',3,824.39563,849.780212,843.736267,873.150208,858.644714,2
1543,'2017/02/18 17:15:44:650',3,825.201477,860.256409,842.527466,817.142883,791.355286,2
1544,'2017/02/18 17:15:44:650',3,868.315002,853.809509,841.721619,850.58606,848.974365,2
1545,'2017/02/18 17:15:44:651',3,836.483521,871.135559,832.05127,849.780212,819.157532,2
1546,'2017/02/18 17:15:44:651',3,823.186829,852.197815,851.391968,835.677673,767.985352,2
1547,'2017/02/18 17:15:44:652',3,830.439575,843.333313,841.721619,801.428589,777.655701,2
1548,'2017/02/18 17:15:44:653',3,879.597046,865.494507,826.410278,841.721619,775.641052,2
1549,'2017/02/18 17:15:44:655',3,745.421265,876.77655,835.677673,793.772888,779.267395,2
1550,'2017/02/18 17:15:44:655',3,916.666687,834.065918,828.424927,825.201477,749.853455,2
1551,'2017/02/18 17:15:44:656',3,811.501831,900.146545,824.39563,800.219788,752.674011,2
1552,'2017/02/18 17:15:44:656',3,1020.219788,822.380981,842.93042,882.417603,764.358948,2
1553,'2017/02/18 17:15:44:658',3,1014.578735,801.428589,823.992676,798.205139,738.974365,2
1554,'2017/02/18 17:15:44:658',3,827.619019,875.164856,806.263733,779.267395,764.761902,2
1555,'2017/02/18 17:15:44:659',3,1050.842529,828.021973,853.809509,910.219788,783.699646,2
1556,'2017/02/18 17:15:44:660',3,1038.754639,842.93042,826.410278,956.15387,751.868103,2
1557,'2017/02/18 17:15:44:662',3,1008.131897,882.820496,817.545776,883.22345,800.219788,2
1558,'2017/02/18 17:15:44:664',3,1095.567749,830.439575,849.780212,1047.619019,766.373596,2
1559,'2017/02/18 17:15:44:666',3,1063.736206,827.216125,829.230774,1062.527466,735.750916,2
1560,'2017/02/18 17:15:44:667',3,979.926758,863.882813,844.139221,1049.230713,800.622681,2
1561,'2017/02/18 17:15:44:668',3,989.194153,829.633728,868.717957,1130.219727,745.824158,2
1562,'2017/02/18 17:15:44:670',3,940.439575,840.915771,865.494507,1120.146484,816.739929,2
1563,'2017/02/18 17:15:44:671',3,959.377319,833.260071,857.032959,1072.197754,858.644714,2
1564,'2017/02/18 17:15:44:672',3,895.714294,836.483521,850.183167,1028.681274,836.483521,2
1565,'2017/02/18 17:15:44:673',3,860.659363,844.542114,868.315002,1055.27478,836.483521,2
1566,'2017/02/18 17:15:44:673',3,850.989014,848.974365,859.450562,1053.662964,812.710632,2
1567,'2017/02/18 17:15:44:674',3,825.201477,858.644714,853.003662,931.575073,833.663025,2
1568,'2017/02/18 17:15:44:675',3,805.054932,856.630066,860.659363,1001.282043,828.021973,2
1569,'2017/02/18 17:15:44:676',3,778.461548,858.644714,850.989014,981.538452,799.41394,2
1570,'2017/02/18 17:15:44:676',3,732.124512,857.435913,850.58606,951.318665,848.168518,2
1571,'2017/02/18 17:15:44:677',3,734.945068,863.076904,849.780212,927.545776,830.439575,2
1572,'2017/02/18 17:15:44:681',3,733.736267,858.24176,853.003662,990,894.505493,2
1573,'2017/02/18 17:15:44:683',3,733.736267,859.047607,858.644714,904.981689,801.025635,2
1574,'2017/02/18 17:15:44:684',3,698.278381,865.494507,853.809509,877.179504,869.12085,2
1575,'2017/02/18 17:15:44:685',3,749.450562,863.479858,846.556763,894.908447,869.926758,2
1576,'2017/02/18 17:15:44:686',3,734.139221,860.659363,841.721619,851.794861,873.553101,2
1577,'2017/02/18 17:15:44:687',3,756.703308,858.644714,838.901123,816.336975,850.58606,2
1578,'2017/02/18 17:15:44:689',3,753.882813,861.46521,838.498169,803.84613,871.941406,2
1579,'2017/02/18 17:15:44:691',3,772.417603,851.391968,847.36261,823.186829,835.677673,2
1580,'2017/02/18 17:15:44:692',3,745.824158,851.794861,840.512817,805.457886,853.809509,2
1581,'2017/02/18 17:15:44:694',3,746.630066,855.421265,842.93042,765.567749,819.157532,2
1582,'2017/02/18 17:15:44:695',3,790.952393,862.271057,836.886475,783.296692,870.329651,2
1583,'2017/02/18 17:15:44:696',3,815.934082,857.838806,830.439575,758.717957,855.421265,2
1584,'2017/02/18 17:15:44:697',3,789.340637,848.974365,834.065918,726.886475,858.644714,2
1585,'2017/02/18 17:15:44:699',3,803.84613,857.435913,828.021973,720.439575,843.736267,2
1586,'2017/02/18 17:15:44:701',3,808.681335,853.406616,828.82782,787.728943,829.230774,2
1587,'2017/02/18 17:15:44:704',3,823.186829,864.68866,813.919434,742.600708,844.945068,2
1588,'2017/02/18 17:15:44:706',3,805.054932,866.703308,811.501831,735.347961,866.300354,2
1589,'2017/02/18 17:15:44:707',3,844.139221,858.644714,815.531128,772.014648,857.032959,2
1590,'2017/02/18 17:15:44:707',3,835.677673,857.435913,819.560425,782.087891,889.670349,2
1591,'2017/02/18 17:15:44:708',3,845.347961,863.076904,822.783875,763.553101,836.080566,2
1592,'2017/02/18 17:15:44:709',3,815.934082,860.659363,818.754578,778.461548,843.333313,2
1593,'2017/02/18 17:15:44:717',3,870.732605,863.479858,829.230774,808.278381,825.201477,2
1594,'2017/02/18 17:15:44:718',3,854.212463,859.450562,830.439575,754.285706,820.769226,2
1595,'2017/02/18 17:15:44:719',3,819.560425,850.58606,832.05127,795.787537,830.842468,2
1596,'2017/02/18 17:15:44:724',3,790.952393,867.106201,821.978027,763.956055,878.791199,2
1597,'2017/02/18 17:15:44:726',3,821.575073,869.926758,831.648376,771.611694,814.322327,2
1598,'2017/02/18 17:15:44:727',3,884.835144,847.765564,832.857117,772.820496,840.915771,2
1599,'2017/02/18 17:15:44:730',3,873.956055,858.644714,834.468872,799.010986,869.926758,2
1600,'2017/02/18 17:15:44:732',3,874.761902,879.194153,832.454224,792.161194,838.901123,2
1601,'2017/02/18 17:15:44:733',3,925.934082,821.575073,834.468872,751.062256,887.252747,2
1602,'2017/02/18 17:15:44:734',3,914.249084,873.956055,823.589722,799.816833,840.109863,2
1603,'2017/02/18 17:15:44:735',3,948.498169,830.842468,815.128235,749.047607,858.644714,2
1604,'2017/02/18 17:15:44:741',3,872.344299,855.018311,817.545776,682.967041,873.553101,2
1605,'2017/02/18 17:15:44:741',3,1093.553101,794.981689,842.527466,799.41394,832.857117,2
1606,'2017/02/18 17:15:44:741',3,1045.201416,809.084229,817.545776,776.446899,827.216125,2
1607,'2017/02/18 17:15:44:743',3,1093.956055,830.439575,831.648376,863.479858,808.681335,2
1608,'2017/02/18 17:15:44:744',3,1041.172119,823.186829,840.109863,866.703308,803.443237,2
1609,'2017/02/18 17:15:44:745',3,1051.245361,824.798523,857.838806,1005.31134,836.886475,2
1610,'2017/02/18 17:15:44:746',3,995.641052,823.589722,838.095215,982.747253,799.41394,2
1611,'2017/02/18 17:15:44:747',3,933.589722,829.230774,842.527466,922.710632,776.446899,2
1612,'2017/02/18 17:15:44:748',3,859.047607,858.644714,839.70697,925.934082,848.571411,2
1613,'2017/02/18 17:15:44:749',3,814.322327,859.450562,825.60437,867.106201,831.245422,2
1614,'2017/02/18 17:15:44:750',3,752.674011,868.315002,829.633728,802.234436,826.007324,2
1615,'2017/02/18 17:15:44:752',3,738.168518,863.479858,839.70697,838.498169,835.677673,2
1616,'2017/02/18 17:15:44:756',3,688.608032,866.703308,829.633728,857.838806,906.593384,2
1617,'2017/02/18 17:15:44:758',3,666.849792,857.435913,844.542114,840.109863,826.410278,2
1618,'2017/02/18 17:15:44:759',3,710.769226,860.659363,843.333313,854.615356,893.296692,2
1619,'2017/02/18 17:15:44:762',3,715.201477,856.630066,842.124512,881.208801,860.256409,2
1620,'2017/02/18 17:15:44:764',3,730.109863,847.765564,848.168518,898.53479,803.040283,2
1621,'2017/02/18 17:15:44:767',3,737.36261,842.124512,843.736267,867.106201,853.809509,2
1622,'2017/02/18 17:15:44:768',3,776.849792,853.003662,842.527466,887.252747,822.380981,2
1623,'2017/02/18 17:15:44:772',3,790.952393,850.989014,844.945068,868.717957,856.630066,2
1624,'2017/02/18 17:15:44:773',3,763.956055,846.556763,840.915771,827.619019,863.076904,2
1625,'2017/02/18 17:15:44:774',3,801.831482,848.974365,841.721619,820.366272,822.380981,2
1626,'2017/02/18 17:15:44:775',3,780.476196,846.556763,838.901123,833.260071,815.934082,2
1627,'2017/02/18 17:15:44:776',3,801.428589,853.003662,837.692322,811.904785,881.611694,2
1628,'2017/02/18 17:15:44:776',3,766.77655,854.212463,838.498169,767.985352,809.084229,2
1629,'2017/02/18 17:15:44:779',3,842.124512,853.406616,834.468872,848.168518,880.402954,2
1630,'2017/02/18 17:15:44:780',3,828.82782,860.659363,838.901123,825.201477,869.926758,2
1631,'2017/02/18 17:15:44:782',3,813.516479,856.227112,836.483521,798.205139,864.68866,2
1632,'2017/02/18 17:15:45:785',3,837.692322,861.062256,830.439575,786.923096,869.926758,2
1633,'2017/02/18 17:15:45:786',3,808.681335,845.750916,842.124512,834.065918,854.615356,2
1634,'2017/02/18 17:15:45:787',3,821.575073,849.780212,837.289368,803.040283,860.659363,2
1635,'2017/02/18 17:15:45:789',3,819.963379,855.824158,835.274719,777.655701,911.831482,2
1636,'2017/02/18 17:15:45:790',3,830.036621,855.421265,832.05127,812.307678,884.835144,2
1637,'2017/02/18 17:15:45:791',3,819.157532,850.58606,841.318665,800.622681,860.256409,2
1638,'2017/02/18 17:15:45:792',3,815.531128,849.780212,834.468872,752.271057,880.805847,2
1639,'2017/02/18 17:15:45:793',3,786.117188,852.600708,834.065918,814.322327,888.058594,2
1640,'2017/02/18 17:15:45:794',3,830.036621,852.600708,837.692322,815.128235,818.754578,2
1641,'2017/02/18 17:15:45:797',3,828.82782,852.600708,835.274719,785.714294,840.109863,2
1642,'2017/02/18 17:15:45:798',3,814.725281,858.24176,834.871765,782.490845,849.377319,2
1643,'2017/02/18 17:15:45:800',3,821.575073,857.435913,841.318665,832.454224,840.915771,2
1644,'2017/02/18 17:15:45:801',3,811.501831,855.018311,830.036621,785.31134,834.871765,2
1645,'2017/02/18 17:15:45:804',3,819.560425,851.391968,832.05127,798.205139,865.494507,2
1646,'2017/02/18 17:15:45:806',3,845.347961,856.630066,838.498169,846.556763,809.084229,2
1647,'2017/02/18 17:15:45:807',3,846.556763,862.271057,843.736267,797.399292,869.12085,2
1648,'2017/02/18 17:15:45:807',3,829.633728,856.630066,834.871765,779.670349,840.915771,2
1649,'2017/02/18 17:15:45:808',3,822.783875,851.391968,838.498169,841.318665,838.901123,2
1650,'2017/02/18 17:15:45:809',3,800.622681,855.421265,835.274719,844.139221,811.098877,2
1651,'2017/02/18 17:15:45:811',3,834.871765,846.959717,840.109863,815.128235,814.322327,2
1652,'2017/02/18 17:15:45:812',3,796.593384,853.406616,846.959717,797.399292,813.516479,2
1653,'2017/02/18 17:15:45:813',3,847.765564,846.556763,840.915771,867.912109,867.509155,2
1654,'2017/02/18 17:15:45:814',3,836.080566,860.659363,834.468872,837.289368,806.666687,2
1655,'2017/02/18 17:15:45:815',3,840.915771,860.659363,831.245422,793.369934,856.630066,2
1656,'2017/02/18 17:15:45:815',3,863.076904,866.703308,828.424927,886.043945,912.234436,2
1657,'2017/02/18 17:15:45:815',3,853.406616,861.062256,836.483521,857.032959,873.956055,2
1658,'2017/02/18 17:15:45:816',3,840.109863,850.989014,836.080566,823.589722,819.963379,2
1659,'2017/02/18 17:15:45:816',3,857.435913,852.197815,842.93042,859.047607,817.545776,2
1660,'2017/02/18 17:15:45:817',3,814.725281,855.421265,841.721619,828.82782,855.421265,2
1661,'2017/02/18 17:15:45:817',3,826.813171,840.915771,833.663025,811.904785,846.556763,2
1662,'2017/02/18 17:15:45:818',3,781.684998,838.498169,838.095215,795.384644,862.271057,2
1663,'2017/02/18 17:15:45:819',3,849.780212,844.945068,838.901123,844.139221,819.560425,2
1664,'2017/02/18 17:15:45:819',3,853.809509,839.70697,846.15387,864.68866,858.644714,2
1665,'2017/02/18 17:15:45:820',3,853.809509,842.93042,846.15387,826.007324,850.989014,2
1666,'2017/02/18 17:15:45:820',3,863.076904,844.139221,852.197815,881.208801,833.663025,2
1667,'2017/02/18 17:15:45:820',3,859.853455,849.780212,851.794861,887.252747,829.230774,2
1668,'2017/02/18 17:15:45:821',3,857.435913,850.58606,846.15387,852.197815,841.721619,2
1669,'2017/02/18 17:15:45:821',3,840.915771,852.600708,841.318665,845.347961,815.531128,2
1670,'2017/02/18 17:15:45:822',3,848.168518,853.003662,842.124512,862.271057,868.717957,2
1671,'2017/02/18 17:15:45:823',3,807.06958,842.527466,844.139221,810.29303,855.824158,2
1672,'2017/02/18 17:15:45:823',3,827.216125,843.333313,842.124512,782.490845,888.058594,2
1673,'2017/02/18 17:15:45:824',3,811.501831,840.915771,840.109863,848.168518,898.937744,2
1674,'2017/02/18 17:15:45:825',3,802.234436,845.347961,839.304016,790.549438,836.483521,2
1675,'2017/02/18 17:15:45:825',3,828.021973,843.333313,840.109863,782.893799,888.461548,2
1676,'2017/02/18 17:15:45:826',3,829.633728,844.139221,847.36261,851.391968,846.959717,2
1677,'2017/02/18 17:15:45:826',3,809.084229,848.571411,851.794861,852.197815,840.915771,2
1678,'2017/02/18 17:15:45:827',3,847.36261,861.062256,846.959717,809.084229,859.047607,2
1679,'2017/02/18 17:15:45:827',3,830.842468,861.062256,833.663025,802.234436,823.589722,2
1680,'2017/02/18 17:15:45:830',3,840.512817,853.003662,839.304016,876.77655,872.747253,2
1681,'2017/02/18 17:15:45:830',3,804.249084,853.406616,836.886475,780.073242,811.098877,2
1682,'2017/02/18 17:15:45:830',3,822.783875,848.168518,832.857117,809.084229,826.410278,2
1683,'2017/02/18 17:15:45:831',3,813.113525,848.168518,836.080566,852.600708,821.17218,2
1684,'2017/02/18 17:15:45:831',3,788.131897,850.989014,834.871765,882.014648,863.076904,2
1685,'2017/02/18 17:15:45:831',3,829.230774,850.183167,838.498169,822.783875,822.380981,2
1686,'2017/02/18 17:15:45:831',3,838.095215,851.794861,841.318665,828.021973,861.868103,2
1687,'2017/02/18 17:15:45:832',3,874.358948,850.183167,846.15387,859.047607,866.300354,2
1688,'2017/02/18 17:15:45:834',3,803.443237,850.989014,844.139221,817.94873,848.168518,2
1689,'2017/02/18 17:15:45:835',3,764.358948,840.915771,853.406616,781.684998,823.589722,2
1690,'2017/02/18 17:15:45:836',3,762.747253,846.15387,859.450562,838.095215,850.989014,2
1691,'2017/02/18 17:15:45:838',3,756.703308,835.274719,859.450562,801.428589,842.124512,2
1692,'2017/02/18 17:15:45:839',3,799.010986,842.527466,859.450562,808.681335,807.875488,2
1693,'2017/02/18 17:15:45:840',3,802.234436,850.989014,856.227112,827.216125,835.677673,2
1694,'2017/02/18 17:15:45:840',3,831.648376,854.615356,852.600708,856.227112,887.252747,2
1695,'2017/02/18 17:15:45:841',3,840.109863,863.479858,848.974365,816.336975,824.798523,2
1696,'2017/02/18 17:15:45:842',3,810.695984,861.46521,848.974365,845.347961,834.871765,2
1697,'2017/02/18 17:15:45:844',3,811.501831,859.853455,840.512817,840.915771,871.941406,2
1698,'2017/02/18 17:15:45:847',3,833.663025,859.450562,839.70697,828.021973,829.230774,2
1699,'2017/02/18 17:15:45:847',3,835.677673,856.630066,840.915771,834.871765,877.179504,2
1700,'2017/02/18 17:15:45:848',3,820.769226,849.377319,838.498169,872.747253,858.644714,2
1701,'2017/02/18 17:15:45:849',3,836.886475,855.421265,836.886475,850.58606,850.58606,2
1702,'2017/02/18 17:15:45:850',3,838.901123,857.838806,838.095215,825.60437,814.322327,2
1703,'2017/02/18 17:15:45:850',3,838.095215,858.644714,843.736267,841.721619,856.630066,2
1704,'2017/02/18 17:15:45:852',3,852.600708,862.271057,845.750916,867.509155,826.007324,2
1705,'2017/02/18 17:15:45:853',3,840.915771,861.46521,844.542114,833.260071,826.410278,2
1706,'2017/02/18 17:15:45:855',3,823.186829,852.197815,836.886475,819.157532,823.589722,2
1707,'2017/02/18 17:15:45:856',3,836.080566,853.809509,834.468872,867.106201,862.674011,2
1708,'2017/02/18 17:15:45:857',3,801.831482,849.377319,835.274719,822.380981,821.978027,2
1709,'2017/02/18 17:15:45:857',3,830.439575,852.600708,842.527466,800.622681,824.39563,2
1710,'2017/02/18 17:15:45:858',3,833.260071,854.212463,843.736267,830.036621,816.336975,2
1711,'2017/02/18 17:15:45:858',3,849.377319,858.24176,840.915771,838.095215,815.934082,2
1712,'2017/02/18 17:15:45:859',3,844.945068,853.406616,838.901123,797.399292,806.263733,2
1713,'2017/02/18 17:15:45:859',3,842.93042,857.435913,840.109863,827.619019,840.109863,2
1714,'2017/02/18 17:15:45:860',3,848.168518,855.018311,842.527466,861.46521,842.527466,2
1715,'2017/02/18 17:15:45:860',3,840.109863,851.794861,842.527466,807.472534,823.186829,2
1716,'2017/02/18 17:15:45:862',3,821.17218,854.212463,844.945068,832.857117,849.377319,2
